F5 6,F6 7,F7 8,F8 9,F9 10,M5-6,M6 7,M7 8,M8 9,M9 10,Number of Records,T5 6,T6 7,T7 8,T8 9,T9 10,Th5 6,Th6 7,Th7 8,Th8 9,Th9 10,W5 6,W6 7,W7 8,W8 9,W9 10,Lat,Location Index,Lon
78.1088,76.68695652,75.22687023,72.67372093,71.19130435,78.80845238,76.58564706,73.10162963,68.9,73.16176471,1,77.12022989,75.08685714,71.80548673,55.80864865,72.34684211,77.37919192,77.24170213,69.36463235,64.42075949,71.8434375,78.10329787,76.61276596,65.8633871,61.04693182,70.36648649,-37.66388062,1837,144.8848917
53.724,53.86764706,37.63789474,45.98194444,42.85074074,52.98235294,48.0426087,37.55928571,33.94321429,47.10238095,1,57.74166667,49.38,37.07666667,26.0475,49.295,51.795,52.37590909,41.95367347,40.08510638,35.58083333,47.24777778,53.25692308,37.66877193,40.32833333,51.10689655,-37.70024195,1855,144.7803966
31.55030216,30.37641908,30.36128375,31.16974164,31.85388638,34.17621495,32.36987927,30.03263726,28.61813919,31.9216548,1,32.68969895,32.2701165,29.49986611,29.83509657,31.14017624,32.34854241,31.98871092,29.74100345,29.84676541,31.34722222,32.53534568,31.03431427,28.27760276,29.50285179,31.92211924,-37.67159692,1916,144.8527568
35.58833333,32.56405405,39.75040816,33.59969388,30.99989011,39.425,42.91826087,37.441875,34.69097403,34.35472973,1,37.317,33.77130435,38.21392857,43.92395604,29.43425743,39.67807692,40.37585366,47.83873016,33.30608247,29.71672,28.86111111,42.49302326,38.99781609,33.66022556,31.76513158,-37.67160418,1917,144.8525898
34.897,27.58555556,33.63052632,24.25030769,23.21418182,31.55444444,40.18038462,31.00545455,26.44285714,23.8134375,1,34.97315789,31.49210526,38.22083333,25.09365854,31.71693548,43.77055556,33.81833333,32.37388889,30.29104167,29.6996,36.83625,37.30548387,34.72586957,31.05660714,23.9662766,-37.66983877,1937,144.8534472
43.20966667,38.04546392,35.90815725,32.01287469,35.06318841,43.40867508,38.19487552,33.05727096,24.85280561,29.47902256,1,43.99857143,40.03092807,35.96960613,29.59124294,32.89348485,46.09885246,40.060625,33.15538922,30.57535211,34.02658477,44.3697318,39.591959,31.10911824,30.41197065,30.49364653,-37.66975097,1945,144.8539499
44.13165644,37.20484211,33.52183962,25.56382883,32.20866426,46.83398601,37.23913907,29.74298969,23.28625,34.38546729,1,45.75347222,35.91589404,26.809375,20.19675258,30.47666667,45.4939881,36.4044878,28.86,24.84313636,30.35765487,46.12831081,36.73393258,26.75646766,23.52934783,32.34118644,-37.68733981,2002,144.8825672
48.86871287,45.36804348,43.48113333,42.42753086,43.93963855,50.57075,47.01888889,43.16198953,38.99297468,41.69794326,1,47.85944444,48.01836538,42.59136364,39.46746377,43.33389262,42.74407895,46.4637037,44.54173913,37.37251366,37.75961538,48.54880597,48.03427481,42.09979592,40.2202439,41.75442857,-37.68551979,2003,144.8827217
46.95533333,41.701,41.82666667,37.70555556,42.93301724,47.65,39.99119048,38.93378788,39.34013514,42.04068966,1,45.31324324,41.21340426,34.96073529,37.83333333,38.29640449,43.91625,42.41265625,39.26987179,39.12421053,41.00887755,48.19625,41.12214286,39.84182927,38.42795918,41.66580952,-37.68115713,2107,144.8846356
48.55844828,38.4844898,36.71808036,30.91095833,36.36653846,45.7225,38.03652778,28.65242009,31.12947619,40.0085641,1,45.04317241,38.26593103,28.32791444,28.10562189,34.79574766,43.82502994,38.33771429,33.15012876,28.79294118,36.50780952,45.09032258,39.71741758,31.392287,31.43762295,36.80699552,-37.68338327,2140,144.8832767
68.36,64.61391304,64.02349206,56.47465753,58.56877193,72.05222222,63.47137931,66.6812,54.186,57.04769231,1,64.23181818,58.8925,62.15192308,52.86150943,56.40272727,58.89904762,57.72314286,61.90333333,51.40686275,57.58283019,65.27,64.84787879,64.64833333,50.3968,61.0747619,-37.73310985,2147,144.8180412
60.17,55.0221875,57.21775862,52.92692308,50.992,61.73708333,58.84727273,52.0215,57.11230769,55.18949153,1,59.67777778,60.76377778,53.30679245,54.45753846,56.78675,60.35612903,60.25487179,55.45203704,53.8137931,54.14041667,59.2775,58.37419355,56.16207547,50.40924242,51.18723404,-37.72806522,2193,144.79791
58.45066667,56.472,56.03782609,51.50011494,58.85888889,57.59583333,58.53277778,45.78409836,53.00207792,49.88391304,1,59.27193548,65.5316,49.79345679,49.86296296,48.09482759,64.73944444,59.036,51.10060606,50.91776699,51.29,54.58214286,61.27102564,50.36025316,42.98169014,57.81137931,-37.72775748,2265,144.8142745
47.75440945,44.51321429,39.21156627,36.52108844,44.6392029,46.8294898,46.24234234,39.2913125,38.37396825,41.5497619,1,49.1808547,43.88736264,38.41463235,33.76470588,40.57678571,49.22689076,45.33303571,40.8820098,37.70007463,42.31758929,50.2451087,42.06890909,41.9748538,35.81304348,43.83693548,-37.72941965,2268,144.8141555
7.89,68.93,51.92464286,32.72625,44.584,102.745,43.02,60.635,59.93,46.95833333,1,64.655,61.74,38.2,40.25176471,57.7025,84.41333333,45.42833333,45.77181818,42.711,65.85333333,55.95,55.16,49.05571429,40.62923077,59.456,-37.70087744,2274,144.8021467
53.79818182,47.50142857,43.22586957,38.89452381,45.25782609,58.57777778,42.287,38.67411765,43.75777778,49.70105263,1,57.771875,48.86166667,46.93468085,45.15324324,45.37586207,53.9435,38.90866667,42.295,42.4956,54.6947619,50.28555556,45.198125,45.98179487,48.18382353,46.42684211,-37.7034429,2285,144.8017755
65.63538462,54.9,46.69230769,48.4055,52.2103125,67.65705882,52.85055556,50.98314286,50.95230769,53.9615,1,58.37875,54.33684211,52.99233333,52.81333333,54.57571429,60.83,58.4344,50.86485714,50.09347826,51.31173077,63.442,55.09176471,55.49814815,49.1721875,48.47457627,-37.7254608,2287,144.7813199
62.90164706,51.072,41.79070175,44.52122807,52.76568182,63.06067797,46.37266667,39.71655172,27.14026316,45.57735294,1,59.9738961,45.70393939,24.81125,28.35947368,34.9804878,59.25773333,48.7372549,28.20472727,27.39785714,52.65979592,60.34137931,46.62174603,30.95924051,30.52,42.37909091,-37.72440515,2288,144.7811835
60.40689076,58.08472222,54.68372781,53.04985294,48.85244275,63.83447059,55.80104348,53.89592593,51.42560345,46.73059701,1,64.0847619,58.61527473,53.48559441,49.56669421,47.66434783,61.46201835,53.4022549,52.7890625,50.72353448,46.63435185,61.61289157,55.76086957,53.60126437,52.10902655,44.76387387,-37.7284768,2309,144.8053138
54.82916667,57.49326923,56.61351852,54.39025,49.69833333,56.21230769,58.32423077,58.9775,54.19918367,53.68228571,1,58.005,58.66448276,54.1244,53.00252874,52.638,55.50086957,61.23805556,53.915,52.44572727,50.25513514,58.91761905,64.13,56.27372549,49.31763441,52.32636364,-37.70784728,2347,144.876778
75.17431034,71.52877863,68.38460674,70.97128,72.49,74.93712121,69.90688,59.18553846,60.72601504,74.60347368,1,74.25740741,71.05482456,59.72235772,59.20868852,71.53166667,73.66843137,64.4996748,64.3510929,57.03210145,74.20823529,75.37387097,72.31464912,63.27516779,62.15620155,73.40882813,-37.64492597,2354,144.8363963
78.50176471,78.86,78.134,78.03622642,79.24116667,78.34666667,79.25279412,79.4636,78.7422973,80.14206349,1,79.55564103,77.2825,78.63254902,77.21948718,76.09697674,76.8175,79.57078125,78.93170213,81.31857143,78.91175439,78.5383871,79.51721311,80.08789474,78.69377049,79.01196429,-37.65325661,2355,144.8427113
55.61066667,58.63625,53.15835821,47.91927273,42.84311475,61.02318182,56.41882353,53.35428571,49.48904762,50.70830508,1,56.43709677,61.06926829,51.91692308,46.22403509,52.67439024,55.53965517,57.90022727,54.14901639,43.80566038,48.67191489,55.645,55.51861111,48.12967213,44.59516667,44.83509804,-37.72886143,2379,144.8077017
61.5369697,60.60774194,58.90714286,58.71439252,59.33390476,63.46229508,61.75200692,61.79488688,57.08116279,58.24421053,1,57.82931034,63.15043478,60.80572581,59.35376344,57.511875,62.09258065,62.55448276,63.31172185,58.075,60.13033708,56.36454545,63.35647482,60.6224375,58.23196262,60.22873563,-37.70785291,2449,144.8757076
53.18883721,46.51145833,43.94285714,36.91508197,37.92915254,59.28216216,50.15521739,38.31634921,31.79256757,34.64644068,1,56.92785714,48.02571429,37.93349206,37.88472727,33.24675,57.214,48.25446809,47.50242424,34.36909091,37.03134615,57.22190476,45.285,35.7174,38.02866667,33.63673077,-37.69621306,2450,144.7755455
45.81052632,46.26252747,43.1694709,41.11220884,40.59399038,55.71884615,48.12793478,44.77819048,43.21315385,42.90483092,1,49.287,47.32729412,44.7047651,40.65557604,40.0176,50.22774194,46.21392593,43.41529412,41.00732759,40.72739316,51.54068966,46.75229885,43.03251163,41.17596708,40.49729614,-37.70928413,2460,144.8600202
52.80142857,49.95625,60.295625,50.2703125,52.51421875,49.67769231,52.70666667,59.32435897,49.28768293,50.36421053,1,51.312,57.31085714,49.78948718,51.48463768,48.66459016,53.17363636,58.00425,52.08466667,47.99268817,49.99261538,45.59913043,52.86470588,55.17041667,47.25202532,52.20941176,-37.7085586,2462,144.8834929
50.3162,45.53064516,44.59573913,37.68302817,42.38060773,50.5075,47.05014337,46.92370833,40.98156716,42.6731383,1,49.11069767,48.29169014,48.27112903,38.06026316,43.83845745,47.68980392,46.76408602,44.58023622,38.08208054,42.26577778,52.47375,46.64532609,43.79596491,39.62829787,43.15788288,-37.70964291,2464,144.8597314
59.36154545,48.80061728,43.80175824,42.68819355,53.20691824,60.00810345,50.32234375,37.62313433,32.48765766,55.19101449,1,61.07898148,43.67481481,33.18402174,34.66616162,48.77860759,60.27576923,46.3776875,36.06266667,33.51007246,51.2325,63.0395,45.49424,37.82844311,33.92251799,51.31790123,-37.69802497,2534,144.7848234
50.49294118,40.66112903,30.312,30.90133333,37.3894382,48.22510638,39.9808642,30.09515789,31.49574468,40.15145161,1,41.12825,39.16166667,32.95416667,28.97945652,33.33271429,42.85441176,41.04688525,28.74513514,29.71144737,40.50803279,39.3115625,37.43656716,32.23617647,28.62542056,35.30905405,-37.69754209,2535,144.7816432
66.89516129,51.02479452,46.17526596,43.92950413,59.46609272,63.34519084,58.06120968,39.55560976,33.89959596,60.85356061,1,66.46162162,49.81633929,39.65317204,34.5744186,55.75593939,66.24509434,50.65424242,38.17227979,33.54430894,58.75224359,68.7595098,51.46932773,40.74858025,37.46173077,60.98612245,-37.69852999,2546,144.7871472
