F5 6,F6 7,F7 8,F8 9,F9 10,M5-6,M6 7,M7 8,M8 9,M9 10,Number of Records,T5 6,T6 7,T7 8,T8 9,T9 10,Th5 6,Th6 7,Th7 8,Th8 9,Th9 10,W5 6,W6 7,W7 8,W8 9,W9 10,Lat,Location Index,Lon
62.90326087,57.4884127,54.8161194,43.96816327,46.32518182,64.93122807,62.41844444,55.78408163,40.22679612,48.69168831,1,64.20088235,57.98043478,53.89871287,42.77136364,47.50732394,67.43911765,62.46537313,48.39755319,44.68161616,46.69103896,57.77977778,59.33243243,52.68108696,42.45575758,44.30631579,-37.69863598,2547,144.7866797
68.78157895,48.86866197,44.32596491,36.03063636,59.52956835,70.20546218,49.59767857,36.36130081,36.835625,59.41106557,1,70.08084112,44.0790099,38.04044304,28.41545455,54.39746835,69.83821053,44.74098684,38.4860625,33.04571429,57.95761905,71.44264706,50.33756303,37.60170213,32.8402,58.50102041,-37.70029097,2548,144.7952442
71.81769231,72.21175439,68.69803279,62.21227273,69.57219178,71.445,68.77546512,69.71157303,64.29516484,66.96527273,1,73.55,70.03904762,68.66030612,62.70786667,65.43230769,71.81060606,72.96637931,69.955625,65.11870588,67.49519231,71.06473684,69.80783333,66.16607143,64.4404878,63.2615,-37.69971039,2550,144.7916316
61.85080645,60.6882716,56.23326316,54.50777778,58.14767442,59.92014493,59.8925,59.51715447,54.74094488,56.62215909,1,59.18083333,58.18727273,57.36340278,54.10222222,58.56469136,60.3484,56.40407895,59.52657895,53.31552381,55.49523256,59.8972,56.89903226,57.62732143,54.75488372,54.1809375,-37.70141501,2573,144.7993018
64.38858974,50.23565714,43.96530172,35.80434783,56.3980625,65.06,47.24888235,38.18644444,33.93357724,57.89655629,1,62.48527027,44.80559701,38.4656621,30.50170213,54.48564103,62.74651163,45.4117801,38.53188341,32.93019737,55.96331492,64.62435484,50.88435583,39.20354978,31.25788462,54.83235602,-37.70064174,2586,144.7968734
60.34666667,47.81483146,46.57632258,44.35434426,43.79357143,56.39090909,50.47315217,46.32165919,45.42649819,45.38871429,1,43.83818182,49.01811765,45.22384106,44.47055046,42.60646154,50.63791667,46.66706349,46.34393617,44.73004184,44.41114407,52.06208333,48.79206522,46.28096939,45.30130435,43.66110619,-37.71173607,2594,144.8596342
50.8042,46.41742268,45.20507463,41.36780702,44.00226316,50.3857377,47.35586667,46.90007547,41.75146341,44.62448649,1,50.1462,48.13716049,49.95128205,39.71396396,44.48605556,48.78301887,47.81314286,45.27191176,39.92661972,43.99331776,50.34895522,47.16861386,44.60538462,39.88601064,44.53355856,-37.70949937,2600,144.8598219
48.81972222,44.21,48.64636364,40.51245902,44.88226891,51.73609756,49.38564885,48.27285714,40.6318254,42.78041322,1,44.1772,45.26862069,44.8974359,39.87404959,43.22282258,52.0244,42.86104167,41.01833333,38.95565517,44.16496403,48.73033333,43.28061538,43.92041237,41.74540373,41.24059701,-37.7067357,2609,144.8668629
44.65818182,50.04559322,57.38375,44.052,46.16554217,58.88166667,53.07586207,55.51791667,45.57181818,49.87855856,1,48.34363636,54.11147059,49.22653061,43.20472222,46.63905405,46.20346154,46.995,50.163,46.14190476,45.31516484,44.17045455,47.47242424,48.75310345,46.85157895,47.94716049,-37.70718966,2611,144.8709126
50.48979381,42.84851563,33.51392308,36.06022059,40.61491228,52.21175824,39.95401786,30.38362069,33.55296296,41.02114286,1,52.6846,37.06091743,29.66503268,30.37186047,41.88808219,54.88197674,32.60686131,31.98006452,33.27990291,40.63039683,52.96462366,39.02243243,32.3806993,32.95131579,39.24769231,-37.69702777,2614,144.7802283
45.987,51.41735849,48.43071429,40.34545455,40.35555556,47.3397561,48.79772727,48.89945652,42.3379646,43.31429577,1,48.60041667,49.72709091,44.95072289,39.31807692,42.46041667,48.67058824,48.86745763,46.86807229,42.47989362,41.96496732,50.65333333,50.02122807,45.33822917,40.21490385,41.18589744,-37.70622702,2625,144.861228
65.46896104,49.93601695,46.81886179,44.23921875,45.21934959,63.44225806,47.08787611,42.81619469,41.73593407,50.46518868,1,61.97666667,44.78480392,33.60776119,39.78222222,46.54335938,67.11623377,48.54536585,37.74084507,41.11183486,50.32324561,63.44735632,47.47603604,33.55014388,41.91201835,48.11275591,-37.69520319,2626,144.7716196
45.99655629,43.90942387,43.13505415,43.37778947,44.47296875,47.8715625,42.32416851,41.01764398,41.38211073,43.53606383,1,44.96754011,40.22668831,40.66150502,41.20540925,43.178,44.1701227,44.3984058,40.80990712,41.92567251,44.08363139,44.81943503,43.87871795,39.78778761,44.09806971,41.44839527,-37.70833565,2629,144.867058
63.0228,53.19791667,58.74114754,53.03873786,55.53082474,60.5037931,59.41382143,57.65832536,55.85884615,55.82791045,1,58.67862069,60.6652973,57.64973913,54.92233333,53.08309091,61.52875,59.96819277,59.78219858,50.1890099,54.15115385,61.97888889,57.41346939,59.55509934,53.01925234,56.296625,-37.70856389,2634,144.8813265
74.44612245,74.0695082,74.40320513,69.22698413,67.99070175,70.93849057,72.04859375,73.42958904,73.06978261,70.57358974,1,76.19206897,72.83140351,72.184,72.71666667,71.02303571,73.04575,74.81067568,73.3274359,68.63169231,70.01783333,71.2605,75.18639344,74.31507692,71.40878378,68.95149254,-37.66023372,2654,144.8840639
75.83081081,76.16710526,78.42307692,76.02285714,74.42848485,76.134,76.41394737,74.40222222,76.5124,75.83533333,1,74.80631579,78.58517241,71.53103448,79.52478261,71.17575758,75.65592593,75.16255814,73.43681818,74.71813953,74.81116279,75.8337037,75.9375,72.70288889,71.33977778,72.5465,-37.64735755,2664,144.8797306
48.65735294,44.36607143,44.44506329,44.03794118,39.70256757,48.06166667,52.20774194,45.42846154,38.54959184,40.58822581,1,50.94035714,48.13753425,45.58150685,44.10614035,38.3678,50.43035714,50.03457627,46.80987952,43.03268657,38.43958333,51.56208333,49.62875,47.62914634,43.69917808,37.92948052,-37.69278831,2967,144.8814487
36.08295082,28.04573171,32.96302752,27.36718182,25.67247619,33.681,31.54939394,29.92874074,28.63929293,31.34897727,1,38.59622222,31.7087931,31.75570248,30.73752688,28.74560606,32.62710526,29.49367089,30.84684685,25.27283951,23.87607843,36.995625,30.55084112,29.54754545,24.73633663,24.60743119,-37.69915909,2971,144.8804178
50.62346154,48.10507042,49.81428571,46.325,46.40626866,51.61176471,51.5865368,50.47211921,45.94655172,43.92061538,1,52.10756757,53.4012766,47.03766129,46.24805195,46.67914894,48.96521739,49.8069697,49.09740741,45.87679012,48.58296296,52.13944444,50.89016393,50.62462687,46.52538462,48.68225,-37.69605237,2972,144.8772304
49.684,51.2956,49.94568966,45.72095238,51.51214286,45.69866667,49.95605263,49.0990566,51.29137931,50.1497561,1,53.53545455,48.09458333,50.66016949,53.4485,49.43655172,54.22285714,50.47756757,49.23074074,49.18184211,51.43830508,52.74210526,55.25083333,51.04320755,48.7708,48.65367347,-37.69241061,2973,144.8738786
50.44,51.68071429,52.06145833,44.49698113,56.77813559,50.80034483,49.23681818,46.57894737,46.11153846,50.90358491,1,48.56863636,49.61709677,54.00369231,48.11705882,54.43068182,52.725,46.83538462,46.58220779,48.19175439,50.16083333,48.08371429,46.34603175,50.79796875,52.22883721,55.02015385,-37.71211903,3157,144.7784943
41.6702381,39.51821429,43.56875,43.7852,51.39594595,46.66137931,42.9664,47.34386364,42.2493617,53.64911765,1,41.155,47.26352941,46.45777778,35.30589744,46.71192308,43.31846154,44.9772,47.22267857,44.56833333,49.22560976,43.95909091,43.11521739,47.33961538,43.17245283,50.98775,-37.70974689,3167,144.7777974
59.56,44.56,42.6434375,35.62457143,37.50230769,45.61666667,35.30470588,34.92390244,32.433,31.835,1,49.20428571,29.53214286,41.94605263,32.70261905,42.68235294,40.68625,45.10090909,36.74594595,40.784,45.03625,45.36333333,41.23230769,40.49697674,35.92636364,41.32323529,-37.69717726,3182,144.7811973
32.81064571,30.61378632,29.96073973,30.04240617,30.0667394,33.17866982,29.87864543,27.55968709,28.42062417,29.96311724,1,32.9646384,29.73532264,28.41237975,29.09420303,30.03048166,33.45343006,30.08630158,29.5711774,29.57512338,30.0762468,33.07414516,30.81172018,28.47302465,27.3774359,28.95463217,-37.67452137,3209,144.8520597
44.72762836,46.19426029,47.66622673,48.90212668,51.32119254,36.23532587,30.59474982,37.56573686,49.65750136,54.30934515,1,39.43756061,35.10622167,41.71021595,54.65559553,60.08075671,43.49935685,39.77336891,44.13121116,51.29531532,57.51523156,41.63010363,36.6724656,42.7038152,52.55305124,51.10040202,-37.67354946,3213,144.8517394
53.86524752,51.17678899,38.92828358,36.67747253,44.24818966,53.49840909,51.43210526,38.22841727,32.90639535,44.89988506,1,53.36536082,48.6525974,35.32940678,26.82061728,41.95816092,55.84621053,49.57148515,38.29827338,30.5089011,41.7326087,57.135,49.32383838,36.58904412,29.4976087,44.23977528,-37.6789386,3219,144.8841259
61.2953125,51.80268041,43.63478992,40.30987952,48.64504505,56.86341463,54.81822222,40.8751938,32.53407407,47.71230769,1,59.85072165,53.55578947,37.33561404,28.79761194,45.25971831,58.8709375,54.44613208,41.7775,33.94921053,47.137,63.3790625,50.6627551,39.64174603,33.13095745,48.8291358,-37.67794293,3221,144.8843061
49.67428571,43.79931034,44.82682927,46.61051282,48.61385965,50.18791667,42.42155556,43.4456701,45.60949367,42.76132075,1,47.31090909,46.38652174,44.82962025,44.39923077,45.37072727,45.02636364,48.17469388,44.5608,47.5675,43.224,50.29421053,43.77510204,43.05176471,44.13746479,41.17576271,-37.72940038,3233,144.8159963
68.34,70.39583333,51.3104878,60.31567568,69.6834375,69.13,66.83117647,54.44865385,58.13810811,67.88947368,1,69.69727273,70.55736842,50.55542857,55.75515152,65.925,68.78,68.98352941,50.61886364,62.68942857,65.91346154,70.91363636,62.276875,56.07186047,61.74615385,66.74846154,-37.71338013,3242,144.8036796
65.81421053,55.00216216,49.82421769,49.63630435,49.82025641,63.90060606,55.92611111,51.41708134,46.79021978,49.91936364,1,56.09470588,56.09914286,53.2697931,43.90307692,47.16604278,63.36846154,54.03927273,53.38847059,44.38124,48.29511013,62.0188,53.75873418,52.23142857,48.45671171,48.87857778,-37.72205623,3255,144.8506503
74.52769231,68.63241935,68.03032258,67.06756757,60.75388889,75.98454545,68.2664,66.13096774,64.70544118,65.11680851,1,71.21666667,69.535625,62.45370968,69.57422222,64.59794872,73.65333333,65.43765625,64.13962025,67.13676923,62.0353012,68.61347826,69.48510204,65.92972603,66.84985294,63.37952381,-37.73252801,3264,144.8506938
54.9525,50.65,48.7966875,48.09584034,46.47984127,55.62967742,50.05413793,49.95404651,48.18535581,47.72464115,1,53.68230769,51.56460526,49.54708333,48.00257576,46.86225806,56.59,50.81408,49.57602339,47.57531746,46.37263158,57.0035,54.40127907,50.36456522,48.26691304,46.6944843,-37.71371998,3265,144.8592811
57.0938,61.15444444,58.05944444,55.08214876,56.0762963,63.28589286,58.58612319,55.79556561,55.87882353,55.0522093,1,63.79095238,59.33384615,57.72830189,54.525,55.07685185,64.06169811,55.40009804,58.81368421,53.95915254,53.7966129,61.00465517,57.79304348,57.70517647,51.59122093,53.38103261,-37.71480994,3266,144.8588792
38.814,41.0255102,30.20205882,27.29089655,31.155,50.51129032,37.5854902,34.57607477,29.11512821,36.29792683,1,48.46916667,32.22843137,29.68776471,25.82573913,29.70701754,44.35153846,31.10166667,30.86715909,28.45691176,32.07605634,44.83846154,38.398,36.04968421,28.73471545,31.46123457,-37.72513355,3270,144.8497313
52.67088889,52.6640678,50.53188889,45.1540404,47.19341463,50.76659091,50.55741667,48.03179688,44.18733333,48.42,1,51.76928571,48.01441176,48.01179245,46.86289063,48.94797297,53.33945946,50.1547619,50.76927273,48.47779528,48.35663934,49.85107143,47.27934426,48.37705357,46.03,49.65490196,-37.7160511,3271,144.8764135
44.15333333,43.09897436,40.05643678,40.30974359,41.76413793,40.734,40.64465116,37.31453333,40.10283333,44.12382353,1,43.6525,41.00972222,42.12844156,35.88958333,41.5775,39.55444444,46.53489362,41.26852941,36.61928571,40.66268293,45.8448,41.39914286,40.73068182,38.35694444,42.78666667,-37.71009624,3315,144.7776362
68.77629032,70.28453333,67.78269231,64.80488,64.51924242,69.62440476,66.48484375,68.75170732,65.00865546,67.06731343,1,69.0172549,68.65709677,66.53921569,64.06919643,65.47103896,68.63895833,67.74666667,66.63929687,64.66916667,67.929,67.31933333,65.40138614,67.39598639,63.01852459,67.82393258,-37.70232462,3368,144.8040519
48.25931818,43.87659091,47.46494505,41.49012987,38.84425,57.1265625,47.11986486,46.09923077,39.15853659,44.8546,1,56.4946875,46.4215873,44.9426087,39.71057471,41.72804348,50.04241379,42.78173913,50.20046512,39.62594937,43.79649123,57.80535714,52.47944444,50.89637168,38.48042857,47.95508475,-37.71571716,3401,144.8285191
46.72857143,43.59551724,48.03704225,45.22152941,45.29253968,50.40166667,47.60046512,41.34397436,45.04986486,45.941,1,49.94388889,48.0318,43.32507463,41.87507246,44.56909091,48.40896552,45.95,44.40770115,49.64316667,43.18824561,48.839,44.96291667,45.41142857,41.37,41.27694915,-37.7295635,3404,144.814595
96.6440625,92.83929825,90.29048035,90.11074713,92.068,96.15717391,91.96573099,85.23898618,87.3541129,89.66198413,1,97.02695652,90.77865248,88.77096591,86.52101563,90.31492857,97.29720588,90.88554913,89.35020921,89.76297143,91.06429379,97.91011905,90.35182857,90.36598985,88.58954545,93.38085227,-37.70755385,3440,144.88608
34.25142857,37.03790476,36.18507937,35.61027972,39.29098901,46.29961538,38.10148936,31.53851351,36.8487037,39.01307692,1,37.88375,32.38576087,31.17607843,32.95614173,39.31012987,43.59636364,36.95680672,35.79273333,34.90957055,36.51094737,42.49090909,40.08717391,34.27047297,34.39745223,41.29281553,-37.7266446,3442,144.849643
94.82466276,78.29754941,79.61932234,85.3837797,91.3705,95.33448544,81.80065789,70.31743243,67.29086705,80.32439425,1,94.84891358,75.73871324,70.3300611,60.78420354,76.86417808,95.63929577,78.65868825,71.07916968,63.30068273,83.29615242,95.83405556,77.43618962,71.89481739,74.60868321,87.71223938,-37.71926634,3444,144.871026
54.01061224,49.79,55.6472,50.66198276,49.17052083,52.19012346,51.96260726,50.26985149,48.00042553,45.51617647,1,55.36710526,51.56062147,50.01793651,48.70932039,44.59051282,55.44576923,56.38726316,52.14,50.47527559,47.60252747,51.01878049,52.45146154,52.36853659,49.95991667,51.99588889,-37.70439784,3446,144.8838211
90.32824,58.14830303,59.81722222,74.87189474,87.86759398,89.12323944,55.75654135,46.74514286,51.69663366,82.15636364,1,88.69396694,49.25884956,37.9742236,45.31959184,72.70268456,91.10065421,52.70272727,48.78378698,60.64826531,80.80337662,89.42179487,51.30115108,56.731875,67.79254386,86.35724138,-37.70672119,3447,144.8184092
50.46694444,44.23403509,47.38780822,42.582,45.070625,42.07837209,47.52461538,45.3888785,46.46710744,45.53763441,1,49.09647059,42.93396552,43.92068182,42.26571429,37.07859155,47.07625,44.48264151,40.14670213,42.707,43.32815534,40.69333333,42.91944444,40.75357143,42.36824742,43.31835165,-37.70696725,3450,144.8677898
45.20121951,39.11222222,40.391875,33.15474138,34.73700935,47.56727273,41.95181818,34.20147651,30.93990826,33.66333333,1,39.21675,41.03126984,34.287,28.33056452,36.207875,31.815,45.73126582,37.28428571,31.35408163,35.71378641,45.29641026,41.20402597,38.17957265,31.61658537,35.65932039,-37.70704884,3453,144.8859283
51.5112,52.87836735,46.21206522,43.55951724,39.93538462,45.45175,51.85107143,45.20024876,40.11524194,43.93148936,1,50.8974359,47.75237288,48.02734848,41.44704,45.93208333,47.34903846,49.34173913,49.8993662,39.24634483,46.43174757,50.82214286,49.25561538,47.62143713,39.97581081,47.75184783,-37.70739102,3456,144.8859908
56.99964286,44.34714286,40.44568627,46.27217949,58.68477273,52.14357143,49.88765957,41.24371681,51.93142857,56.3425,1,56.48647059,56.46104167,37.9538,47.36,52.05090909,61.14742857,51.03857143,37.77275229,50.19391892,50.44792453,58.06142857,50.17404255,40.99529851,50.9873913,52.38625,-37.70740017,3457,144.8033182
74.21181818,55.77923077,47.73424242,56.99422222,54.4072,62.99,50.0725,48.47538462,60.57037037,58.38375,1,65.54454545,61.97222222,48.37775,54.62888889,61,60.28181818,55.95230769,49.67,56.366,59.97708333,65.094,65.06705882,48.14511111,54.54235294,62.98483871,-37.7073348,3459,144.8035475
65.751,66.613,50.4865625,45.12131579,53.38085106,72.74142857,56.69454545,51.53395833,40.92318182,52.85875,1,60.03076923,62.65157895,53.03125,40.565625,42.07,64.49733333,64.63470588,49.99545455,50.3446875,50.626875,67.60642857,62.79190476,48.96833333,49.48069767,47.09852941,-37.70867193,3460,144.8038056
87.86372014,87.6001083,86.50072368,86.8453605,86.482,86.97520216,86.63847887,87.49645695,86.1603871,86.37640827,1,87.71811268,86.64211726,86.26031621,86.14170139,85.96020649,86.98450151,85.42941558,86.75192982,85.13303951,85.78193995,87.97613497,88.69066879,87.2345509,86.87274627,87.0899763,-37.70718597,3461,144.8862625
92.42363636,92.53173913,87.03857143,93.46051282,91.59142857,91.6944,93.72142857,93.75928571,90.90421053,91.09096154,1,88.72555556,92.31404762,91.55397059,91.64309524,90.18327273,94.78928571,93.67128205,90.7929,90.78792453,90.44907407,89.97941176,91.32738095,92.34421687,90.48510638,91.21795918,-37.70073964,3462,144.8095437
63.33351351,61.44821782,56.80115152,52.60216049,55.15019737,64.16358974,60.69,57.91834356,56.15428571,55.83424242,1,63.19103774,59.73637363,55.99517241,52.31801527,56.06732394,61.1593578,57.61401786,56.32268657,53.24165468,56.33212389,61.95657534,61.37161905,55.99132948,54.29460317,53.09425,-37.72786479,3552,144.7964439
59.2604878,54.92790476,50.64248485,52.96,52.11064,60.32609756,56.04533333,52.26775641,51.58660714,51.09368852,1,59.69794393,55.78170732,50.65943262,49.97327869,51.79170543,57.65785047,53.73861111,49.90989247,51.07778626,55.33791667,60.45546667,54.98642857,51.76636905,48.34486486,51.00165138,-37.72903162,3554,144.8103477
47.91666667,52.89,48.58304348,47.67681818,52.3608,60.06,45.148,49.215,50.67733333,55.52333333,1,51.491,60.27,44.18863636,52.40351351,48.22055556,47.735,53.37666667,49.1125,49.29814815,55.16173913,46.64625,56.62625,45.928,50.8125,54.603,-37.73445291,3662,144.8648062
60.0875,45.11333333,53.48615385,50.36692308,52.36521739,62.9875,55.91769231,53.945,50.82083333,48.07642857,1,73.19,55.65083333,42.947,49.25363636,54.2352381,51.01666667,53.50636364,55.73,50.16416667,54.69857143,52.7125,52.09,60.82857143,50.28866667,55.41666667,-37.73247489,3663,144.8651542
55.67555556,46.46888889,46.72352941,44.04923077,42.10235294,36.98833333,37.75333333,49.16692308,37.81461538,44.46941176,1,51.01,48.69666667,34.029375,45.19701754,46.81176471,47.34307692,45.39625,47.74076923,41.24513514,48.07464286,39.24076923,44.265,43.62888889,47.07692308,45.33875,-37.73650511,3664,144.8644556
58.23285714,48.3924,49.55929825,30.15880597,40.33193548,53.929,46.91894737,48.57169231,30.54197368,44.54731343,1,54.66115385,45.43611111,50.31066667,31.10305882,40.94890625,57.88272727,48.88045455,46.24833333,29.18178082,41.21222222,51.61615385,45.57380952,48.95644068,33.33048193,41.90516854,-37.7348665,3725,144.7806596
59.46625,58.67153846,56.50988095,43.53150685,52.21086957,61.28818182,62.36590909,55.84787234,39.62238636,53.30817073,1,57.49333333,59.555,54.2215,32.03438596,50.30039474,56.92785714,57.80294118,53.9626087,37.93564706,51.58654762,62.04375,58.18090909,52.52064103,39.41911111,50.41841121,-37.73148631,3726,144.7813402
85.44159341,70.8281565,69.86857826,76.85295318,79.52367683,85.68520567,69.10463124,68.60275676,74.07764331,78.72901541,1,86.46243286,68.40879261,68.54518225,75.79824074,78.23976127,85.49017212,69.64647376,70.42785806,74.94025,77.98631882,86.36058621,70.46535939,70.21435995,75.39400896,78.55453232,-37.73534365,3753,144.8526346
43.43078431,42.54263158,44.90942308,43.77387097,46.67461538,45.11457143,53.30695652,44.31916667,47.96,42.56166667,1,41.3284,51.03923077,44.99965517,47.11123077,43.00093023,48.8638,49.28589744,47.03818182,47.76691358,42.75302326,43.86066667,49.081875,44.91102041,51.3508,50.12675676,-37.73001287,3765,144.8156367
59.94434783,59.9025,54.14391667,52.66057377,57.55333333,57.27263158,61.13157895,59.63075,52.49144578,56.73546763,1,61.88363636,62.11857143,58.909,52.28358974,55.69015385,58.42935484,58.85535714,56.54875,50.13966667,55.07673267,56.76529412,61.903,59.05023529,54.07877778,55.04314286,-37.73652054,3781,144.8209135
63.13699029,57.64582609,54.763379,52.22407407,54.24111111,67.03055556,54.75467213,55.24525253,53.63442308,55.74343023,1,65.20921569,56.00838095,52.73300546,48.57580311,52.67932203,64.1211,56.26733333,55.89004065,51.58907104,55.93352,65.71602941,54.96881356,55.7520283,50.52670968,52.75586207,-37.72769425,3802,144.8203793
53.55795918,53.97829268,53.08309524,44.70531915,52.3922807,55.04409091,48.9936,51.08263158,45.46384615,53.16863636,1,57.61577778,52.65925,49.11485714,43.45108108,58.06954545,53.34244444,52.25822222,45.05255319,48.18576271,45.9075,58.39171429,51.060625,48.53571429,47.00265306,48.265,-37.73319952,3819,144.7812194
58.01,56.61830508,55.01836735,37.16298507,45.88107692,59.65666667,56.56475,54.84773585,40.702,48.37045455,1,59.53645833,57.65878049,49.03607843,38.19480769,54.17939394,56.50307692,55.6854902,49.71072727,36.69245614,49.2942623,57.58594595,57.55725,47.37693878,42.8785,49.47719298,-37.73577783,3820,144.7805951
38.63857143,34.1,42.83652174,36.467,39.95454545,38.265,44.794,44.20434783,36.50555556,48.8475,1,44.74714286,45.00181818,40.1505,46.06894737,40.93363636,35.718,43.85333333,43.97391304,38.41285714,42.99666667,48.93666667,38.1525,44.84363636,41.51782609,42.39722222,-37.72991585,3904,144.8661246
53.825,35.29,27.72375,33.70178571,48.1295,77.53666667,52.39705882,54.21545455,26.336,33.11785714,1,57.5325,55.65875,30.93583333,53.26866667,38.42636364,42.14666667,40.1,40.4975,44.87666667,42.24588235,34.75666667,61.4725,37.30916667,39.93,39.19933333,-37.72906702,3905,144.8696101
88.63534091,58.13204198,47.57901387,46.07796557,74.48009383,90.78754352,63.57073529,42.66879365,38.5607362,59.41477545,1,87.92340426,57.52438898,40.3621611,36.05961165,56.15376068,87.6683038,59.27351613,43.75335088,38.06524011,59.70162311,85.14476543,60.18272251,42.38727113,41.22316667,60.01321377,-37.73371966,3912,144.853459
52.25,51.37709677,55.99264706,44.6855102,45.18574074,49.75434783,56.45521739,55.06204082,45.07666667,46.80013889,1,54.63384615,53.5464,52.95725,42.14705882,48.36333333,52.98608696,50.50961538,54.42196078,44.36386364,49.325,48.96222222,50.86961538,53.6338,47.2703125,50.5631,-37.7145905,4118,144.7797717
64.55181818,68.00487805,69.56867925,66.2726087,66.88853659,67.94939394,67.8134,67.17307692,68.30867647,66.00146341,1,68.53421053,68.19136364,70.05625,64.26293103,65.82131579,69.98869565,67.73125,69.23102041,62.16970588,65.52209302,68.16411765,70.16325581,66.5806,68.85032258,67.0028125,-37.63561308,4275,144.8875231
62.24243243,58.25176471,57.26142857,53.59180556,56.91380952,58.40536585,60.13678571,56.45726027,52.3015942,57.45611111,1,60.434,54.59512195,56.52469697,52.04753623,55.8015,59.26791667,57.70052632,55.47987952,53.99816667,56.74413793,59.27195122,55.315,55.56320513,53.20888889,56.31852941,-37.63515536,4276,144.8837946
77.47492308,77.5277305,77.6373057,73.44753846,71.84446154,73.15790698,73.19426471,72.13129771,58.28929936,71.1262963,1,70.97411765,76.39062992,73.84692308,71.84057554,73.16548077,71.16666667,76.31186567,77.24044444,73.14913043,70.07976378,70.15857143,75.06161538,73.98011494,74.08283784,72.43088435,-37.66595428,4347,144.8557271
86.54892009,78.5690604,76.67913374,79.91693351,81.54294233,86.3983179,78.24175866,76.11080745,77.80112275,81.31957404,1,86.93687606,76.56862355,77.77900722,80.072256,80.67695209,85.42633721,77.70459969,77.61748784,79.15493252,80.42043238,86.60756144,78.59458861,77.69052388,78.29241873,81.43679721,-37.73331381,4705,144.8534251
92.37147436,90.05922813,88.36665158,89.44046802,90.02254507,91.89102339,90.60887324,89.00971386,88.89481301,90.67989339,1,92.41178388,89.6026875,88.70344406,88.04456418,89.31996736,90.81998099,90.36816879,87.53839063,88.1760787,88.93999022,92.09152727,90.05385432,88.94606188,88.51152909,90.243358,-37.72253693,4706,144.8664073
76.54972973,75.388,73.64486486,70.97676471,71.65133333,74.79657143,75.36538462,77.80571429,71.29086957,72.88125,1,70.23894737,74.20516129,70.8172,71.04833333,71.77551724,73.4025,72.81452381,74.43209302,72.27609756,70.63157895,71.35962963,72.80129032,72.12826087,68.46071429,72.05975,-37.64352308,4937,144.8802353
76.35261905,75.61165049,72.96101124,75.28316667,72.33684211,75.24847222,74.45987179,73.13681818,75.37492308,72.96671875,1,77.64260274,77.36546667,73.40828947,72.05132075,74.57150943,76.04035714,78.29684783,74.00927835,65.58676056,72.30625,76.55428571,76.78925532,69.30923077,69.40121622,74.22426471,-37.64636592,4948,144.8800998
76.70777778,76.04469565,72.63163043,75.21569444,72.46517241,74.43141026,74.71433735,73.77075472,75.78632353,74.47452055,1,78.10935065,77.41056818,73.08894737,72.024375,75.35059701,76.74195876,77.88866667,73.0775,62.12730769,69.85319444,77.36191489,77.07394231,69.75148148,69.51946237,73.84126582,-37.64729783,4953,144.8799641
53.90530303,47.75138298,48.62745455,45.68352459,38.90548148,52.04303571,51.776875,49.74007937,46.90945946,41.6496875,1,56.20206897,43.66157143,45.59617187,42.78557895,35.92864198,50.13083333,45.78428571,50.22008621,43.55398148,41.3521374,52.14727273,48.97942857,46.64243243,44.7697541,41.56133858,-37.69186324,4960,144.8818324
76.48153846,76.52425,75.65363636,75.07393939,74.40272727,75.84444444,75.8975,74.22828571,76.3288,75.19896552,1,74.78263158,78.3083871,72.56074074,77.3672,71.34548387,76.30269231,75.40166667,74.25302326,73.91391304,74.61511628,75.3675,75.65875,74.41568182,72.62674419,72.26555556,-37.6498065,4961,144.8794117
80.29922897,78.59869427,75.04139276,77.18830735,78.31424731,80.92124352,78.10146429,74.38479365,71.92892276,77.32615517,1,79.14877193,77.77946004,72.95489567,67.10712575,75.54138182,79.8066205,78.04649275,76.01972081,73.76403162,78.66560764,80.08423529,77.14198291,75.1857377,74.90644135,77.78058076,-37.72357264,5466,144.8440899
70.34363636,75.50714286,62.32918367,58.53186667,64.94555556,72.57,63.4575,58.8792,54.0346875,62.79625,1,75.87318182,63.35375,58.30327273,56.93394737,62.45083333,63.01888889,65.235,57.87766667,61.20783784,67.20666667,76.7075,64.76083333,58.34758621,53.85,62.29375,-37.72260774,6021,144.8069954
60.84363636,58.49875,61.05428571,60.52061538,58.5748,63.08555556,48.46666667,60.87176471,59.85425926,61.909,1,70.2404,54.23785714,54.29285714,59.06076923,59.14172414,61.84789474,50.12190476,59.81910448,62.42521739,66.07514286,72.51833333,52.8836,59.83224138,54.96333333,63.53428571,-37.72350246,6022,144.8083036
56.95538462,45.66294118,59.62228571,46.33233333,40.29513514,50.66454545,57.1875,56.59055556,49.84736842,50.49589744,1,61.58727273,54.08,61.64857143,46.44806452,42.94727273,54.79533333,47.52294118,58.36324324,54.83125,53.71521739,55.37,58.1675,58.08,44.3846875,57.12681818,-37.72341397,6024,144.8078973
68.15692308,64.17823529,63.07432836,61.49602564,66.9764,64.2175,63.11882353,58.34767857,60.9575,59.14772727,1,67.14,70.715,58.68082192,59.01589041,61.59592593,67.34157895,63.76375,57.19015152,59.27142857,59.65885714,65.42818182,71.3590625,60.59191176,57.03704918,73.1924,-37.72646862,6030,144.8125997
